1.0548904889102099e6,1.0551056234473397e6,1.0554799433672752e6,1.055975310653797e6,1.0565632320330474e6,1.05722953529156e6,1.057975836242504e6,1.058824358892358e6,1.0597933438195023e6,1.060903386259471e6,1.0621471772770176e6,1.0635228148287584e6,1.0650413995167667e6,1.0666980425714601e6,1.0684700816747257e6
1.058915692559512e6,1.0593447190150106e6,1.0599164816512878e6,1.0605973887300917e6,1.0613719632865875e6,1.0622487971090642e6,1.0632547159285655e6,1.0644175186221723e6,1.06574984204828e6,1.0672393818528967e6,1.0688947284410486e6,1.070723403432182e6,1.0726978501669317e6,1.074805707227365e6,1.0770430994312083e6
1.0631482870887944e6,1.0637870037447782e6,1.0645557653065328e6,1.065436501819884e6,1.0664422023582333e6,1.067607969622211e6,1.0689686474817586e6,1.0705257274707623e6,1.0722718208489905e6,1.0742231425365894e6,1.0763672627536836e6,1.0786738351412152e6,1.08113850012991e6,1.0837368107364143e6,1.0864440543461356e6
1.0675732512708409e6,1.0684206899079375e6,1.0694009810769616e6,1.0705290030792286e6,1.071848114404884e6,1.073401617899962e6,1.0751826137628441e6,1.0771898946066874e6,1.0794420338051424e6,1.0819062827359028e6,1.0845586603406041e6,1.087389950281751e6,1.0903603294423842e6,1.0934454809461276e6,1.0966293774505176e6
1.0721783326033002e6,1.0732472740027893e6,1.0744857349739491e6,1.0759444764286028e6,1.0776769424378553e6,1.0796749627363796e6,1.0819404079890973e6,1.0844904109202998e6,1.0872784773114375e6,1.0902864099049657e6,1.0934890020517947e6,1.096843973141186e6,1.1003198508209747e6,1.1039049647877607e6,1.107549884667968e6
1.076962581279421e6,1.078294335240702e6,1.0798724845478751e6,1.0817617839101278e6,1.0839620882147027e6,1.0864734338762416e6,1.089312868685716e6,1.092424600279227e6,1.0957905196144932e6,1.0993698716184504e6,1.103117129032378e6,1.1070011232443624e6,1.110994718291981e6,1.115046255240155e6,1.1191168411129592e6
1.0819451236432362e6,1.0836155174010675e6,1.0856313627813521e6,1.0880108104955435e6,1.0907463526472696e6,1.093860306951808e6,1.097289035989473e6,1.1010097148345464e6,1.1049698333698148e6,1.1091174025660495e6,1.1134198208286308e6,1.1178290132940733e6,1.1222970043150412e6,1.1267870204619947e6,1.1313046876149895e6
1.0871682919027235e6,1.0892719008744233e6,1.0917975937847476e6,1.0947268647335079e6,1.0980905159863345e6,1.1018222305254156e6,1.1058888027502138e6,1.110229986748379e6,1.1147835689546426e6,1.119511823587506e6,1.1243514171256477e6,1.1292499235024217e6,1.134177309845818e6,1.139125948788636e6,1.1440638986143568e6
1.0926847451474902e6,1.0953099496360149e6,1.0983948272284854e6,1.101970109305113e6,1.1059822313866366e6,1.1103782099107115e6,1.115095483195864e6,1.1200570247223827e6,1.1252171174773336e6,1.13050040438138e6,1.1358459391729336e6,1.1412232283562222e6,1.1466238489424433e6,1.1520129845475366e6,1.1573635203759416e6
1.0985484517438496e6,1.1017421402909923e6,1.1054780378613495e6,1.1097367970123622e6,1.1144351915372747e6,1.119516645157284e6,1.1248831147068436e6,1.1304779897423259e6,1.1362172110043985e6,1.1420265023871327e6,1.1478733652231288e6,1.1537407607970475e6,1.159592206395113e6,1.1653960402530467e6,1.1710978533134724e6
1.1047746072499992e6,1.1086102180414915e6,1.1130642126428634e6,1.1180281906239258e6,1.1234501535305334e6,1.1292120913174017e6,1.135239157156834e6,1.1414443558457184e6,1.1477334191994867e6,1.1540648571478915e6,1.1604189101868032e6,1.1667543347962254e6,1.1730348806894603e6,1.1792142944137729e6,1.1852925159290428e6
1.1113857604253697e6,1.1159562928698875e6,1.1211403894841752e6,1.126861518214476e6,1.1329995770423177e6,1.1394487840667057e6,1.1461259346471308e6,1.1529092090183932e6,1.159739290027743e6,1.1666010153875276e6,1.1734491060392207e6,1.180221978367095e6,1.1868875565637785e6,1.1934389820633547e6,1.1998863401321217e6
1.1184270015221406e6,1.1237659098313234e6,1.1297274827219935e6,1.1362065664088826e6,1.1430624911642128e6,1.1502103034299973e6,1.1574933746898873e6,1.164838701354717e6,1.1722278656544231e6,1.179598397396068e6,1.1869067099439427e6,1.1940818972572647e6,1.201133236139451e6,1.2080714818257394e6,1.2149275508940255e6
1.1259169278880083e6,1.1320441606094996e6,1.1388127473830204e6,1.1460484005283425e6,1.1536404022669406e6,1.1614339761687405e6,1.169311753838874e6,1.1772399031701717e6,1.1851633704504434e6,1.1930163803535807e6,1.2007410956684086e6,1.2083210763441154e6,1.2157735091006302e6,1.2231345562629625e6,1.2304192416227646e6
1.1338390952627226e6,1.1408083021038864e6,1.1483774152447977e6,1.1563800507427563e6,1.1646753632928792e6,1.1730930518614983e6,1.1815810431386535e6,1.1900771131704235e6,1.198506853724258e6,1.2068125642840082e6,1.2149462910899047e6,1.2229378441387098e6,1.23082922527612e6,1.2386341558012837e6,1.2464381588041012e6
