69047.18067598602,69076.20960231393,69108.77209743008,69111.46900187575,69121.36366140902,69078.524215466,69166.12249031014,69330.26098802827,69514.58977373206,69937.00645017989,70119.13571013392,70318.29601559839,70215.45467660873,70823.7953818167,71136.9416047499
69421.50302235266,69435.13907717195,69360.21218875061,69459.48750595358,69402.54769728408,69327.77836318003,69578.90969606648,69912.097571913,70028.68470100369,70329.99352186947,70701.29890790398,70958.3051632815,71141.63995506754,71426.29579781635,72106.06636854172
69720.60755713172,69744.22818900934,69801.81973289028,69904.05864662357,69756.44954785837,69994.85408800571,70262.04355112309,70506.44291280503,70862.16817760002,71116.71172986423,71466.17312613157,71730.68788126248,71888.61440755638,72581.63903009471,73508.17065019613
70014.95918593284,70117.64649576777,70227.05046560048,70167.8308506399,70625.02490009932,70546.36556695525,70862.55885864604,71373.24041371344,71827.45913548152,71858.9990711163,72402.8394868254,72889.71247883691,73365.92792447924,73959.36250729249,74471.5562729627
70428.3216679016,70482.27814544704,70805.38595437224,71068.43687692177,71016.84962455899,71524.29104050295,71557.97471224332,72180.13599777907,72560.2763993585,72603.53982566354,73615.98653512569,74122.83622672105,74864.41476521482,75247.80696957625,76222.37077994617
70833.97812509278,70973.43235149916,71216.64004893965,71449.29111085882,71770.93233601563,72395.02783534086,72289.35931758223,72986.39943556456,73305.87239223541,74144.97114880104,74675.5542762874,75607.43055287022,76112.67636835155,76901.91548216435,77683.21447806979
71379.61093946667,71518.47314098051,71593.80144437127,72163.2396268882,72374.909135366,72732.66202785372,73586.98006526499,73895.87269661711,74673.8157374102,75551.85255922469,76305.66039880311,76947.29578251964,77652.6028416307,78332.55662625759,79356.83199947899
71709.91642193483,72072.0497297167,72384.97879507641,72693.23836213446,73303.87118512751,73454.52277477304,74181.97694149554,75178.2917338966,76146.7257161879,76977.59447437213,77826.82026667497,78540.90529148084,79258.64677502682,79894.68236341757,80821.67726078832
72144.69334683867,72845.50308671137,73252.59128783646,73709.77219127689,73888.71567554476,74330.64518272658,75618.46407927686,76533.50208977611,77581.60333592774,78356.76684420869,79207.29699670829,80031.44572873185,80790.65947308451,81786.95026468468,81856.2016091862
72871.1695838949,73650.74466945193,74097.6761986707,74450.61129580339,75323.52186910022,75689.7753803166,76666.13838812706,77966.73807361504,78871.13260128215,79817.51734399679,80464.45812582452,81630.2824820865,82088.63590003469,82390.26968299944,82213.23980205582
73767.98853967097,74107.83798007666,74679.01697080233,75396.88218388791,76256.49927062787,77448.1693691851,78427.98814837607,79564.40930445965,80265.03299865902,81198.18339531464,82180.56166022335,82772.2373447723,83444.25320553135,83296.33018257172,84011.82241087557
74393.99233692797,75388.75492490431,75787.81057413538,76123.08644273649,77500.32478711808,78714.4062605985,79869.79837017196,80999.31607091828,82285.33391849704,83013.54631195025,83616.79441648914,84231.06854708909,84091.31664211504,84564.34156309273,85960.90639716778
74752.43544168604,76049.54767105116,76976.7945155133,77743.66391761776,78814.04734320167,80150.74255343329,81188.72102270345,82213.40105104426,83548.38307746759,84442.63362741498,84853.69228634253,84885.79541814333,86462.93495773265,87524.83511435556,89012.04113115818
75738.71172269723,76594.3867521314,77778.63981813472,79136.54675573487,80429.54927630334,81692.92184911802,82807.49985810972,83834.01812386945,84967.50686353263,85664.87778657553,85727.48471891822,86137.11771270659,88150.99565898652,89234.13638554711,90858.89203376538
76540.16860469463,77134.5361092136,79052.27321798293,80580.06637090669,82145.05568785593,83065.06748360794,84290.26157086596,85789.6478808262,86964.86284354431,86066.71501741034,86598.03687990602,88965.02036341859,90349.12643213657,92491.88675624577,93700.79504994716
